product_code,customer_code,market_code,order_date,sales_qty,sales_amount,currency,profit_margin_percentage,profit_margin,cost_price
Prod300,Cus020,Mark011,2020-06-03,1,139,INR,-0.12,-16.68,155.68
Prod263,Cus020,Mark011,2020-06-16,1,139,INR,0.22,30.58,108.42
Prod275,Cus020,Mark011,2020-06-16,1,139,INR,0.3,41.7,97.3
Prod300,Cus020,Mark011,2020-06-17,1,139,INR,-0.07,-9.73,148.73
Prod300,Cus020,Mark011,2020-06-19,1,139,INR,-0.35,-48.65,187.65
Prod286,Cus020,Mark011,2020-06-22,1,139,INR,0.37,51.43,87.57
Prod275,Cus020,Mark011,2020-06-23,1,139,INR,-0.33,-45.87,184.87
Prod280,Cus020,Mark011,2017-10-11,1,32,INR,0.15,4.8,27.2
Prod281,Cus020,Mark011,2017-10-11,1,32,INR,0.08,2.56,29.44
Prod295,Cus020,Mark011,2017-10-11,1,32,INR,-0.16,-5.12,37.12
Prod295,Cus020,Mark011,2017-10-17,1,32,INR,0.09,2.88,29.12
Prod280,Cus020,Mark011,2017-11-03,1,32,INR,0.23,7.36,24.64
Prod281,Cus020,Mark011,2017-11-03,1,32,INR,-0.09,-2.88,34.88
Prod281,Cus020,Mark011,2017-11-06,1,32,INR,-0.19,-6.08,38.08
Prod280,Cus020,Mark011,2017-11-08,1,32,INR,0.09,2.88,29.12
Prod295,Cus020,Mark011,2017-11-08,1,32,INR,-0.23,-7.36,39.36
Prod295,Cus020,Mark011,2017-11-14,1,32,INR,-0.14,-4.48,36.48
Prod280,Cus020,Mark011,2017-11-16,1,32,INR,-0.23,-7.36,39.36
Prod280,Cus020,Mark011,2017-11-22,1,32,INR,-0.07,-2.24,34.24
Prod281,Cus020,Mark011,2017-11-24,1,32,INR,-0.09,-2.88,34.88
Prod295,Cus020,Mark011,2017-11-24,1,32,INR,-0.21,-6.72,38.72
Prod280,Cus020,Mark011,2017-11-29,1,32,INR,0.12,3.84,28.16
Prod280,Cus020,Mark011,2017-12-13,1,32,INR,-0.09,-2.88,34.88
Prod280,Cus020,Mark011,2017-12-27,1,32,INR,0.08,2.56,29.44
Prod280,Cus020,Mark011,2018-01-19,1,32,INR,-0.15,-4.8,36.8
Prod281,Cus020,Mark011,2018-01-19,1,32,INR,0.37,11.84,20.16
Prod295,Cus020,Mark011,2018-01-19,1,32,INR,0.36,11.52,20.48
Prod281,Cus020,Mark011,2018-01-26,1,32,INR,0.32,10.24,21.76
Prod281,Cus020,Mark011,2018-01-31,1,32,INR,-0.11,-3.52,35.52
Prod281,Cus020,Mark011,2018-02-13,1,32,INR,-0.29,-9.28,41.28
Prod295,Cus020,Mark011,2018-02-13,1,32,INR,0.2,6.4,25.6
Prod281,Cus020,Mark011,2018-02-14,1,32,INR,0.29,9.28,22.72
Prod280,Cus020,Mark011,2018-02-16,1,32,INR,0,0,32
Prod280,Cus020,Mark011,2018-02-23,1,32,INR,0.1,3.2,28.8
Prod295,Cus020,Mark011,2018-02-26,1,32,INR,0.16,5.12,26.88
Prod280,Cus020,Mark011,2018-02-27,1,32,INR,-0.23,-7.36,39.36
Prod295,Cus020,Mark011,2018-02-27,1,32,INR,-0.22,-7.04,39.04
Prod281,Cus020,Mark011,2018-03-09,1,32,INR,0.34,10.88,21.12
Prod295,Cus020,Mark011,2018-03-14,1,32,INR,0.14,4.48,27.52
Prod280,Cus020,Mark011,2018-03-20,1,32,INR,0.11,3.52,28.48
Prod281,Cus020,Mark011,2018-03-22,1,32,INR,0.19,6.08,25.92
Prod280,Cus020,Mark011,2018-03-23,1,32,INR,0.39,12.48,19.52
Prod281,Cus020,Mark011,2018-03-23,1,32,INR,0.14,4.48,27.52
Prod280,Cus020,Mark011,2018-03-29,1,32,INR,0.28,8.96,23.04
Prod280,Cus020,Mark011,2018-04-11,1,32,INR,-0.02,-0.64,32.64
Prod295,Cus020,Mark011,2018-04-11,1,32,INR,0.23,7.36,24.64
Prod281,Cus020,Mark011,2018-04-19,1,32,INR,-0.15,-4.8,36.8
Prod280,Cus020,Mark011,2018-04-20,1,32,INR,0.08,2.56,29.44
Prod281,Cus020,Mark011,2018-04-20,1,32,INR,-0.12,-3.84,35.84
Prod295,Cus020,Mark011,2018-04-20,1,32,INR,0.1,3.2,28.8
Prod295,Cus020,Mark011,2018-04-27,1,32,INR,0.28,8.96,23.04
Prod295,Cus020,Mark011,2018-04-30,1,32,INR,-0.25,-8,40
Prod280,Cus020,Mark011,2018-05-02,1,32,INR,0.39,12.48,19.52
Prod281,Cus020,Mark011,2018-05-02,1,32,INR,-0.23,-7.36,39.36
Prod295,Cus020,Mark011,2018-05-03,1,32,INR,0.38,12.16,19.84
Prod281,Cus020,Mark011,2018-05-04,1,32,INR,0.21,6.72,25.28
Prod280,Cus020,Mark011,2018-05-07,1,32,INR,0.2,6.4,25.6
Prod281,Cus020,Mark011,2018-05-07,1,32,INR,-0.14,-4.48,36.48
Prod295,Cus020,Mark011,2018-05-07,1,32,INR,-0.35,-11.2,43.2
Prod280,Cus020,Mark011,2018-05-21,1,32,INR,0.19,6.08,25.92
Prod281,Cus020,Mark011,2018-05-21,1,32,INR,-0.1,-3.2,35.2
Prod280,Cus020,Mark011,2018-05-23,1,32,INR,-0.17,-5.44,37.44
Prod280,Cus020,Mark011,2018-05-24,1,32,INR,-0.33,-10.56,42.56
Prod295,Cus020,Mark011,2018-05-25,1,32,INR,0.06,1.92,30.08
Prod280,Cus020,Mark011,2018-06-04,1,32,INR,0.05,1.6,30.4
Prod295,Cus020,Mark011,2018-06-12,1,32,INR,0.14,4.48,27.52
Prod280,Cus020,Mark011,2018-06-13,1,32,INR,0.19,6.08,25.92
Prod280,Cus020,Mark011,2018-06-15,1,32,INR,-0.14,-4.48,36.48
Prod281,Cus020,Mark011,2018-06-22,1,32,INR,-0.3,-9.6,41.6
Prod280,Cus020,Mark011,2018-06-26,1,32,INR,-0.02,-0.64,32.64
Prod295,Cus020,Mark011,2018-06-26,1,32,INR,-0.04,-1.28,33.28
Prod295,Cus020,Mark011,2018-06-28,1,32,INR,-0.15,-4.8,36.8
Prod295,Cus020,Mark011,2018-06-29,1,32,INR,-0.34,-10.88,42.88
Prod281,Cus020,Mark011,2018-07-03,1,32,INR,-0.32,-10.24,42.24
Prod280,Cus020,Mark011,2018-07-04,1,32,INR,-0.15,-4.8,36.8
Prod295,Cus020,Mark011,2018-07-04,1,32,INR,0.38,12.16,19.84
Prod280,Cus020,Mark011,2018-07-11,1,32,INR,-0.07,-2.24,34.24
Prod281,Cus020,Mark011,2018-07-11,1,32,INR,-0.09,-2.88,34.88
Prod281,Cus020,Mark011,2018-07-20,1,32,INR,-0.12,-3.84,35.84
Prod281,Cus020,Mark011,2018-07-31,1,32,INR,-0.14,-4.48,36.48
Prod295,Cus020,Mark011,2018-08-24,1,32,INR,0.04,1.28,30.72
Prod295,Cus020,Mark011,2018-08-30,1,32,INR,0.15,4.8,27.2
Prod280,Cus020,Mark011,2018-09-13,1,32,INR,-0.15,-4.8,36.8
Prod281,Cus020,Mark011,2018-09-13,1,32,INR,-0.11,-3.52,35.52
Prod295,Cus020,Mark011,2018-09-13,1,32,INR,0.2,6.4,25.6
Prod280,Cus020,Mark011,2018-09-17,1,32,INR,0.3,9.6,22.4
Prod281,Cus020,Mark011,2018-09-17,1,32,INR,-0.24,-7.68,39.68
Prod280,Cus020,Mark011,2018-09-19,1,32,INR,-0.05,-1.6,33.6
Prod295,Cus020,Mark011,2018-09-21,1,32,INR,-0.09,-2.88,34.88
Prod280,Cus020,Mark011,2018-09-25,1,32,INR,0.03,0.96,31.04
Prod281,Cus020,Mark011,2018-10-10,1,32,INR,0.12,3.84,28.16
Prod281,Cus020,Mark011,2018-10-25,1,32,INR,-0.18,-5.76,37.76
Prod281,Cus020,Mark011,2018-10-30,1,32,INR,0.24,7.68,24.32
Prod280,Cus020,Mark011,2018-10-31,1,32,INR,0.24,7.68,24.32
Prod281,Cus020,Mark011,2018-10-31,1,32,INR,-0.3,-9.6,41.6
Prod295,Cus020,Mark011,2018-10-31,1,32,INR,-0.34,-10.88,42.88
Prod280,Cus020,Mark011,2018-11-05,1,32,INR,0.39,12.48,19.52
Prod281,Cus020,Mark011,2018-11-26,1,32,INR,-0.01,-0.32,32.32
Prod280,Cus020,Mark011,2019-04-10,1,32,INR,-0.1,-3.2,35.2
Prod280,Cus020,Mark011,2019-04-11,1,32,INR,0.02,0.64,31.36
Prod281,Cus020,Mark011,2019-04-11,1,32,INR,0.06,1.92,30.08
Prod295,Cus020,Mark011,2019-04-11,1,32,INR,-0.05,-1.6,33.6
Prod280,Cus020,Mark011,2019-04-19,1,32,INR,0.37,11.84,20.16
Prod280,Cus020,Mark011,2019-04-30,1,32,INR,-0.19,-6.08,38.08
Prod281,Cus020,Mark011,2019-04-30,1,32,INR,0.04,1.28,30.72
Prod295,Cus020,Mark011,2019-04-30,1,32,INR,0.4,12.8,19.2
Prod295,Cus020,Mark011,2019-05-09,1,32,INR,-0.35,-11.2,43.2
Prod280,Cus020,Mark011,2019-05-16,1,32,INR,-0.33,-10.56,42.56
Prod280,Cus020,Mark011,2019-05-20,1,32,INR,-0.3,-9.6,41.6
Prod295,Cus020,Mark011,2019-05-20,1,32,INR,0.05,1.6,30.4
Prod281,Cus020,Mark011,2019-05-21,1,32,INR,0.4,12.8,19.2
Prod295,Cus020,Mark011,2019-05-21,1,32,INR,-0.08,-2.56,34.56
Prod281,Cus020,Mark011,2019-05-27,1,32,INR,-0.3,-9.6,41.6
Prod295,Cus020,Mark011,2019-05-27,1,32,INR,0.06,1.92,30.08
Prod281,Cus020,Mark011,2019-05-28,1,32,INR,-0.13,-4.16,36.16
Prod295,Cus020,Mark011,2019-05-29,1,32,INR,-0.12,-3.84,35.84
Prod281,Cus020,Mark011,2019-06-12,1,32,INR,0.07,2.24,29.76
Prod295,Cus020,Mark011,2019-06-12,1,32,INR,-0.11,-3.52,35.52
Prod280,Cus020,Mark011,2019-06-14,1,32,INR,0,0,32
Prod280,Cus020,Mark011,2019-06-20,1,32,INR,0.31,9.92,22.08
Prod281,Cus020,Mark011,2019-06-20,1,32,INR,0.03,0.96,31.04
Prod295,Cus020,Mark011,2019-06-21,1,32,INR,0.06,1.92,30.08
Prod280,Cus020,Mark011,2019-07-01,1,32,INR,0.23,7.36,24.64
Prod280,Cus020,Mark011,2019-07-10,1,32,INR,-0.21,-6.72,38.72
Prod281,Cus020,Mark011,2019-07-10,1,32,INR,0.05,1.6,30.4
Prod295,Cus020,Mark011,2019-07-10,1,32,INR,0.4,12.8,19.2
Prod280,Cus020,Mark011,2019-07-12,1,32,INR,-0.07,-2.24,34.24
Prod281,Cus020,Mark011,2019-07-12,1,32,INR,0.37,11.84,20.16
Prod295,Cus020,Mark011,2019-07-12,1,32,INR,-0.14,-4.48,36.48
Prod281,Cus020,Mark011,2019-07-17,1,32,INR,-0.1,-3.2,35.2
Prod295,Cus020,Mark011,2019-07-17,1,32,INR,0.14,4.48,27.52
Prod280,Cus020,Mark011,2019-07-19,1,32,INR,0.18,5.76,26.24
Prod281,Cus020,Mark011,2019-07-19,1,32,INR,-0.23,-7.36,39.36
Prod295,Cus020,Mark011,2019-07-19,1,32,INR,-0.21,-6.72,38.72
Prod295,Cus020,Mark011,2019-07-25,1,32,INR,0.34,10.88,21.12
Prod280,Cus020,Mark011,2019-08-01,1,32,INR,-0.08,-2.56,34.56
Prod281,Cus020,Mark011,2019-08-01,1,32,INR,-0.08,-2.56,34.56
Prod295,Cus020,Mark011,2019-08-01,1,32,INR,0.09,2.88,29.12
Prod295,Cus020,Mark011,2019-08-27,1,32,INR,-0.32,-10.24,42.24
Prod295,Cus020,Mark011,2019-08-28,1,32,INR,0.37,11.84,20.16
Prod295,Cus020,Mark011,2019-09-03,1,32,INR,0.3,9.6,22.4
Prod295,Cus020,Mark011,2019-09-09,1,32,INR,0.24,7.68,24.32
Prod295,Cus020,Mark011,2019-09-18,1,32,INR,-0.16,-5.12,37.12
Prod295,Cus020,Mark011,2019-09-20,1,32,INR,0.14,4.48,27.52
Prod295,Cus020,Mark011,2019-10-09,1,32,INR,-0.12,-3.84,35.84
Prod295,Cus020,Mark011,2019-10-16,1,32,INR,0.24,7.68,24.32
Prod295,Cus020,Mark011,2019-11-19,1,32,INR,0.37,11.84,20.16
Prod295,Cus020,Mark011,2019-12-02,1,32,INR,0.14,4.48,27.52
Prod295,Cus020,Mark011,2019-12-04,1,32,INR,-0.01,-0.32,32.32
Prod295,Cus020,Mark011,2019-12-13,1,32,INR,0.11,3.52,28.48
Prod295,Cus020,Mark011,2020-01-10,1,32,INR,-0.35,-11.2,43.2
Prod264,Cus020,Mark011,2017-10-20,1,167,INR,-0.05,-8.35,175.35
Prod264,Cus020,Mark011,2017-11-03,1,167,INR,0.37,61.79,105.21
Prod264,Cus020,Mark011,2017-11-14,1,167,INR,-0.3,-50.1,217.1
Prod288,Cus020,Mark011,2017-11-17,1,167,INR,0.34,56.78,110.22
Prod288,Cus020,Mark011,2017-12-04,1,167,INR,-0.11,-18.37,185.37
Prod288,Cus020,Mark011,2017-12-06,1,167,INR,-0.04,-6.68,173.68
Prod280,Cus020,Mark011,2017-12-12,1,167,INR,0.28,46.76,120.24
Prod288,Cus020,Mark011,2017-12-13,1,167,INR,-0.18,-30.06,197.06
Prod288,Cus020,Mark011,2017-12-28,1,167,INR,-0.27,-45.09,212.09
Prod281,Cus020,Mark011,2018-01-02,1,167,INR,0.28,46.76,120.24
Prod264,Cus020,Mark011,2018-01-03,1,167,INR,-0.29,-48.43,215.43
Prod280,Cus020,Mark011,2018-01-09,1,167,INR,0.03,5.01,161.99
Prod288,Cus020,Mark011,2018-01-11,1,167,INR,0.07,11.69,155.31
Prod288,Cus020,Mark011,2018-01-17,1,167,INR,-0.09,-15.03,182.03
Prod264,Cus020,Mark011,2018-01-22,1,167,INR,-0.31,-51.77,218.77
Prod281,Cus020,Mark011,2018-01-22,1,167,INR,0.2,33.4,133.6
Prod281,Cus020,Mark011,2018-01-23,1,167,INR,0.07,11.69,155.31
Prod264,Cus020,Mark011,2018-01-31,1,167,INR,0.36,60.12,106.88
Prod302,Cus020,Mark011,2018-01-31,1,167,INR,-0.02,-3.34,170.34
Prod264,Cus020,Mark011,2018-02-08,1,167,INR,0.34,56.78,110.22
Prod302,Cus020,Mark011,2018-02-14,1,167,INR,0.28,46.76,120.24
Prod295,Cus020,Mark011,2018-02-15,1,167,INR,-0.01,-1.67,168.67
Prod288,Cus020,Mark011,2018-02-21,1,167,INR,-0.28,-46.76,213.76
Prod288,Cus020,Mark011,2018-02-22,1,167,INR,0.33,55.11,111.89
Prod288,Cus020,Mark011,2018-02-23,1,167,INR,0.18,30.06,136.94
Prod294,Cus020,Mark011,2018-02-28,1,167,INR,-0.05,-8.35,175.35
Prod288,Cus020,Mark011,2018-03-06,1,167,INR,0.07,11.69,155.31
Prod264,Cus020,Mark011,2018-03-08,1,167,INR,0.07,11.69,155.31
Prod288,Cus020,Mark011,2018-03-08,1,167,INR,0.27,45.09,121.91
Prod288,Cus020,Mark011,2018-03-09,1,167,INR,0.34,56.78,110.22
Prod302,Cus020,Mark011,2018-03-12,1,167,INR,-0.26,-43.42,210.42
Prod281,Cus020,Mark011,2018-03-21,1,167,INR,0.02,3.34,163.66
Prod053,Cus020,Mark011,2018-06-11,1,167,INR,-0.24,-40.08,207.08
Prod281,Cus020,Mark011,2018-07-17,1,167,INR,0.38,63.46,103.54
Prod053,Cus020,Mark011,2018-08-23,1,167,INR,-0.04,-6.68,173.68
Prod300,Cus020,Mark011,2018-09-03,1,167,INR,-0.09,-15.03,182.03
Prod281,Cus020,Mark011,2018-09-06,1,167,INR,-0.17,-28.39,195.39
Prod053,Cus020,Mark011,2018-09-19,1,167,INR,-0.14,-23.38,190.38
Prod300,Cus020,Mark011,2018-10-03,1,167,INR,0.38,63.46,103.54
Prod300,Cus020,Mark011,2018-10-09,1,167,INR,0.17,28.39,138.61
Prod281,Cus020,Mark011,2018-10-11,1,167,INR,0.31,51.77,115.23
Prod300,Cus020,Mark011,2018-11-05,1,167,INR,0.01,1.67,165.33
Prod300,Cus020,Mark011,2018-11-08,1,167,INR,-0.24,-40.08,207.08
Prod288,Cus020,Mark011,2018-11-13,1,167,INR,0,0,167
Prod288,Cus020,Mark011,2018-11-29,1,167,INR,-0.01,-1.67,168.67
Prod288,Cus020,Mark011,2018-12-10,1,167,INR,0.31,51.77,115.23
Prod288,Cus020,Mark011,2018-12-12,1,167,INR,-0.03,-5.01,172.01
Prod288,Cus020,Mark011,2018-12-14,1,167,INR,0.16,26.72,140.28
Prod294,Cus020,Mark011,2018-12-20,1,167,INR,-0.06,-10.02,177.02
Prod288,Cus020,Mark011,2018-12-21,1,167,INR,-0.09,-15.03,182.03
Prod288,Cus020,Mark011,2018-12-28,1,167,INR,0.23,38.41,128.59
Prod288,Cus020,Mark011,2019-01-02,1,167,INR,-0.23,-38.41,205.41
Prod288,Cus020,Mark011,2019-01-14,1,167,INR,-0.29,-48.43,215.43
Prod288,Cus020,Mark011,2019-01-23,1,167,INR,-0.15,-25.05,192.05
Prod288,Cus020,Mark011,2019-01-28,1,167,INR,0.31,51.77,115.23
Prod288,Cus020,Mark011,2019-02-07,1,167,INR,-0.21,-35.07,202.07
Prod288,Cus020,Mark011,2019-02-08,1,167,INR,0.29,48.43,118.57
Prod294,Cus020,Mark011,2019-02-08,1,167,INR,-0.28,-46.76,213.76
Prod288,Cus020,Mark011,2019-02-13,1,167,INR,0.4,66.8,100.2
Prod288,Cus020,Mark011,2019-02-20,1,167,INR,0.28,46.76,120.24
Prod288,Cus020,Mark011,2019-02-22,1,167,INR,-0.09,-15.03,182.03
Prod288,Cus020,Mark011,2019-02-27,1,167,INR,0.33,55.11,111.89
Prod288,Cus020,Mark011,2019-02-28,1,167,INR,0.39,65.13,101.87
Prod288,Cus020,Mark011,2019-03-04,1,167,INR,-0.31,-51.77,218.77
Prod294,Cus020,Mark011,2019-03-04,1,167,INR,0.2,33.4,133.6
Prod288,Cus020,Mark011,2019-03-06,1,167,INR,0.32,53.44,113.56
Prod288,Cus020,Mark011,2019-03-12,1,167,INR,-0.12,-20.04,187.04
Prod288,Cus020,Mark011,2019-03-15,1,167,INR,-0.1,-16.7,183.7
Prod288,Cus020,Mark011,2019-03-18,1,167,INR,-0.31,-51.77,218.77
Prod288,Cus020,Mark011,2019-03-28,1,167,INR,-0.3,-50.1,217.1
Prod294,Cus020,Mark011,2019-03-28,1,167,INR,-0.31,-51.77,218.77
Prod264,Cus020,Mark011,2019-04-04,1,167,INR,-0.3,-50.1,217.1
Prod288,Cus020,Mark011,2019-04-09,1,167,INR,0.02,3.34,163.66
Prod300,Cus020,Mark011,2019-04-17,1,167,INR,0.06,10.02,156.98
Prod300,Cus020,Mark011,2019-04-29,1,167,INR,-0.26,-43.42,210.42
Prod281,Cus020,Mark011,2019-05-10,1,167,INR,-0.15,-25.05,192.05
Prod300,Cus020,Mark011,2019-05-20,1,167,INR,-0.11,-18.37,185.37
Prod053,Cus020,Mark011,2019-05-22,1,167,INR,0.32,53.44,113.56
Prod300,Cus020,Mark011,2019-06-05,1,167,INR,0.35,58.45,108.55
Prod281,Cus020,Mark011,2019-06-13,1,167,INR,0.17,28.39,138.61
Prod300,Cus020,Mark011,2019-06-25,1,167,INR,-0.23,-38.41,205.41
Prod300,Cus020,Mark011,2019-07-17,1,167,INR,-0.24,-40.08,207.08
Prod053,Cus020,Mark011,2019-07-18,1,167,INR,0.12,20.04,146.96
Prod053,Cus020,Mark011,2019-08-12,1,167,INR,0.18,30.06,136.94
Prod300,Cus020,Mark011,2019-09-24,1,167,INR,0.37,61.79,105.21
Prod300,Cus020,Mark011,2019-09-30,1,167,INR,0.26,43.42,123.58
Prod300,Cus020,Mark011,2019-10-11,1,167,INR,0.38,63.46,103.54
Prod300,Cus020,Mark011,2019-10-24,1,167,INR,-0.16,-26.72,193.72
Prod300,Cus020,Mark011,2019-11-07,1,167,INR,0.25,41.75,125.25
Prod131,Cus020,Mark011,2019-11-11,1,167,INR,0.12,20.04,146.96
Prod300,Cus020,Mark011,2019-11-13,1,167,INR,0.31,51.77,115.23
Prod300,Cus020,Mark011,2019-11-26,1,167,INR,-0.35,-58.45,225.45
Prod288,Cus020,Mark011,2020-01-13,1,167,INR,-0.07,-11.69,178.69
Prod288,Cus020,Mark011,2020-01-15,1,167,INR,0.12,20.04,146.96
Prod294,Cus020,Mark011,2020-01-15,1,167,INR,0.14,23.38,143.62
Prod288,Cus020,Mark011,2020-01-20,1,167,INR,-0.26,-43.42,210.42
Prod288,Cus020,Mark011,2020-01-21,1,167,INR,0.36,60.12,106.88
Prod294,Cus020,Mark011,2020-01-22,1,167,INR,-0.29,-48.43,215.43
Prod281,Cus020,Mark011,2020-01-31,1,167,INR,0.02,3.34,163.66
Prod288,Cus020,Mark011,2020-02-03,1,167,INR,0.22,36.74,130.26
Prod288,Cus020,Mark011,2020-02-04,1,167,INR,0.26,43.42,123.58
Prod294,Cus020,Mark011,2020-02-04,1,167,INR,-0.01,-1.67,168.67
Prod294,Cus020,Mark011,2020-02-05,1,167,INR,0.15,25.05,141.95
Prod281,Cus020,Mark011,2020-02-06,1,167,INR,0.27,45.09,121.91
Prod281,Cus020,Mark011,2020-02-07,1,167,INR,-0.25,-41.75,208.75
Prod294,Cus020,Mark011,2020-02-11,1,167,INR,-0.05,-8.35,175.35
Prod281,Cus020,Mark011,2020-02-14,1,167,INR,-0.25,-41.75,208.75
Prod288,Cus020,Mark011,2020-02-18,1,167,INR,0.01,1.67,165.33
Prod288,Cus020,Mark011,2020-02-25,1,167,INR,-0.15,-25.05,192.05
Prod294,Cus020,Mark011,2020-03-02,1,167,INR,-0.35,-58.45,225.45
Prod281,Cus020,Mark011,2020-03-04,1,167,INR,0.06,10.02,156.98
Prod288,Cus020,Mark011,2020-03-04,1,167,INR,0.15,25.05,141.95
Prod294,Cus020,Mark011,2020-03-04,1,167,INR,0.14,23.38,143.62
Prod281,Cus020,Mark011,2020-03-16,1,167,INR,0.37,61.79,105.21
Prod288,Cus020,Mark011,2020-03-20,1,167,INR,-0.02,-3.34,170.34
Prod054,Cus020,Mark011,2020-03-27,1,167,INR,0.33,55.11,111.89
Prod288,Cus020,Mark011,2020-03-27,1,167,INR,0.29,48.43,118.57
Prod288,Cus020,Mark011,2020-04-02,1,167,INR,0.09,15.03,151.97
Prod294,Cus020,Mark011,2020-04-02,1,167,INR,-0.04,-6.68,173.68
Prod294,Cus020,Mark011,2020-04-03,1,167,INR,-0.11,-18.37,185.37
Prod288,Cus020,Mark011,2020-04-23,1,167,INR,-0.03,-5.01,172.01
Prod294,Cus020,Mark011,2020-04-23,1,167,INR,0.09,15.03,151.97
Prod281,Cus020,Mark011,2020-04-27,1,167,INR,-0.34,-56.78,223.78
Prod288,Cus020,Mark011,2020-05-06,1,167,INR,0.02,3.34,163.66
Prod281,Cus020,Mark011,2020-05-11,1,167,INR,-0.26,-43.42,210.42
Prod294,Cus020,Mark011,2020-05-13,1,167,INR,-0.34,-56.78,223.78
Prod288,Cus020,Mark011,2020-05-18,1,167,INR,0.17,28.39,138.61
Prod054,Cus020,Mark011,2020-05-21,1,167,INR,-0.21,-35.07,202.07
Prod281,Cus020,Mark011,2020-05-25,1,167,INR,0.12,20.04,146.96
Prod294,Cus020,Mark011,2020-05-27,1,167,INR,0.02,3.34,163.66
Prod288,Cus020,Mark011,2020-06-09,1,167,INR,0.38,63.46,103.54
Prod281,Cus020,Mark011,2020-06-16,1,167,INR,-0.3,-50.1,217.1
Prod288,Cus020,Mark011,2020-06-23,1,167,INR,-0.2,-33.4,200.4
Prod269,Cus020,Mark011,2017-10-12,1,218,INR,-0.26,-56.68,274.68
Prod270,Cus020,Mark011,2017-10-23,1,218,INR,0.16,34.88,183.12
Prod294,Cus020,Mark011,2017-11-15,1,218,INR,0.2,43.6,174.4
Prod279,Cus020,Mark011,2017-11-23,1,218,INR,0.24,52.32,165.68
Prod279,Cus020,Mark011,2017-11-27,1,218,INR,0.02,4.36,213.64
Prod279,Cus020,Mark011,2017-12-06,1,218,INR,0.07,15.26,202.74
Prod294,Cus020,Mark011,2017-12-06,1,218,INR,-0.17,-37.06,255.06
Prod294,Cus020,Mark011,2017-12-11,1,218,INR,-0.19,-41.42,259.42
Prod279,Cus020,Mark011,2017-12-12,1,218,INR,0.12,26.16,191.84
Prod294,Cus020,Mark011,2017-12-27,1,218,INR,-0.25,-54.5,272.5
Prod294,Cus020,Mark011,2018-01-05,1,218,INR,-0.1,-21.8,239.8
Prod294,Cus020,Mark011,2018-01-31,1,218,INR,-0.02,-4.36,222.36
Prod279,Cus020,Mark011,2018-02-09,1,218,INR,-0.13,-28.34,246.34
Prod279,Cus020,Mark011,2018-02-12,1,218,INR,0.11,23.98,194.02
Prod294,Cus020,Mark011,2018-02-12,1,218,INR,0.14,30.52,187.48
Prod279,Cus020,Mark011,2018-02-13,1,218,INR,-0.26,-56.68,274.68
Prod279,Cus020,Mark011,2018-03-01,1,218,INR,0.25,54.5,163.5
Prod269,Cus020,Mark011,2018-03-12,1,218,INR,-0.19,-41.42,259.42
Prod269,Cus020,Mark011,2018-03-20,1,218,INR,0.19,41.42,176.58
Prod100,Cus020,Mark011,2018-03-23,1,218,INR,0.24,52.32,165.68
Prod295,Cus020,Mark011,2018-03-26,1,218,INR,-0.06,-13.08,231.08
Prod269,Cus020,Mark011,2018-04-03,1,218,INR,-0.34,-74.12,292.12
Prod269,Cus020,Mark011,2018-04-16,1,218,INR,0.21,45.78,172.22
Prod295,Cus020,Mark011,2018-05-16,1,218,INR,-0.24,-52.32,270.32
Prod269,Cus020,Mark011,2018-05-18,1,218,INR,0.18,39.24,178.76
Prod100,Cus020,Mark011,2018-05-31,1,218,INR,0.14,30.52,187.48
Prod269,Cus020,Mark011,2018-07-09,1,218,INR,0.01,2.18,215.82
Prod280,Cus020,Mark011,2018-07-18,1,218,INR,-0.31,-67.58,285.58
Prod269,Cus020,Mark011,2018-07-31,1,218,INR,0.12,26.16,191.84
Prod295,Cus020,Mark011,2018-08-07,1,218,INR,-0.28,-61.04,279.04
Prod269,Cus020,Mark011,2018-08-24,1,218,INR,0.33,71.94,146.06
Prod269,Cus020,Mark011,2018-08-29,1,218,INR,0.08,17.44,200.56
Prod269,Cus020,Mark011,2018-09-20,1,218,INR,-0.09,-19.62,237.62
Prod269,Cus020,Mark011,2018-11-09,1,218,INR,0.37,80.66,137.34
Prod281,Cus020,Mark011,2018-11-14,1,218,INR,0.08,17.44,200.56
Prod279,Cus020,Mark011,2018-11-22,1,218,INR,0.27,58.86,159.14
Prod065,Cus020,Mark011,2018-11-26,1,218,INR,0.2,43.6,174.4
Prod065,Cus020,Mark011,2018-11-27,1,218,INR,-0.1,-21.8,239.8
Prod065,Cus020,Mark011,2018-12-04,1,218,INR,-0.35,-76.3,294.3
Prod279,Cus020,Mark011,2018-12-04,1,218,INR,0.08,17.44,200.56
Prod294,Cus020,Mark011,2018-12-04,1,218,INR,-0.16,-34.88,252.88
Prod065,Cus020,Mark011,2018-12-05,1,218,INR,0.07,15.26,202.74
Prod279,Cus020,Mark011,2018-12-06,1,218,INR,0.29,63.22,154.78
Prod065,Cus020,Mark011,2018-12-10,1,218,INR,0.16,34.88,183.12
Prod065,Cus020,Mark011,2018-12-14,1,218,INR,0.11,23.98,194.02
Prod279,Cus020,Mark011,2018-12-14,1,218,INR,-0.18,-39.24,257.24
Prod065,Cus020,Mark011,2018-12-18,1,218,INR,0.03,6.54,211.46
Prod279,Cus020,Mark011,2018-12-21,1,218,INR,0.4,87.2,130.8
Prod065,Cus020,Mark011,2018-12-24,1,218,INR,-0.33,-71.94,289.94
